r3Ptstat,3PtStat,collegeServicableShooter,age,height,Oposs,avgPosition,avgRole,PlusMinus,usg,efg,ts,dunks,dunkAtts,close2,close2Atts,close2Pct,far2,far2Atts,far2Pct,ft,ftAtts,ftPct,2p,2pAtt,2pPct,3pr,3p,3Pp100,3pAtts,3PAp100,3pPct,N1Sage,N1Susg,N1Sefg,N1Sts,N1Sdunks,N1SdunkAtts,N1Sclose2,N1Sclose2Atts,N1Sclose2Pct,N1Sfar2,N1Sfar2Atts,N1Sfar2Pct,N1Sft,N1SftAtts,N1SftPct,N1S2p,N1S2pAtt,N1S2pPct,N1S3pr,N1S3p,N1S3pAtts,N1S3pPct,N2Sage,N2Susg,N2Sefg,N2Sts,N2Sdunks,N2SdunkAtts,N2Sclose2,N2Sclose2Atts,N2Sclose2Pct,N2Sfar2,N2Sfar2Atts,N2Sfar2Pct,N2Sft,N2SftAtts,N2SftPct,N2S2p,N2S2pAtt,N2S2pPct,N2S3pr,N2S3p,N2S3pAtts,N2S3pPct,OBPR,BPR,Box OBPR,Box BPR,AdjTeamOffEff,AdjTeamEffmargin
1.071146395,1.035968043,FALSE,18,77,1870,2.5,2,-25,28.8,47,51.7,27,27,89,129,0.69,37,122,0.303,127,165,0.77,126,251,0.502,48.6,69,3.689839572,237,12.67379679,0.291,18,28.8,47,51.7,27,27,89,129,0.69,37,122,0.303,127,165,0.77,126,251,0.502,48.6,69,237,0.291,18,28.8,47,51.7,27,27,89,129,0.69,37,122,0.303,127,165,0.77,126,251,0.502,48.6,69,237,0.291,2,2.82,1.53,2.54,104.7,7.8
0.692954039,0.732230871,FALSE,19,75,1797,2,2.6,240,22.1,47.4,53.1,7,10,71,109,0.651,46,129,0.357,100,120,0.833,117,238,0.492,32.2,33,1.83639399,113,6.288258208,0.292,19,22.1,47.4,53.1,7,10,71,109,0.651,46,129,0.357,100,120,0.833,117,238,0.492,32.2,33,113,0.292,19,22.1,47.4,53.1,7,10,71,109,0.651,46,129,0.357,100,120,0.833,117,238,0.492,32.2,33,113,0.292,2.2,3.64,1.66,2.53,110.9,20.8
0.76249918,0.738173003,FALSE,19,79,1618,2.9,2.4,243,30.9,47.1,51.8,21,25,98,160,0.613,35,116,0.302,142,217,0.654,133,276,0.482,27,30,1.854140915,102,6.30407911,0.294,19,30.9,47.1,51.8,21,25,98,160,0.613,35,116,0.302,142,217,0.654,133,276,0.482,27,30,102,0.294,19,30.9,47.1,51.8,21,25,98,160,0.613,35,116,0.302,142,217,0.654,133,276,0.482,27,30,102,0.294,1.86,4.97,1.14,2.68,108,13.5
0.510116457,0.732964282,FALSE,18,81,1321,4.2,3.3,291,20,53.1,54.6,15,20,51,68,0.75,25,62,0.403,53,90,0.589,76,130,0.585,38.4,24,1.81680545,81,6.131718395,0.296,18,20,53.1,54.6,15,20,51,68,0.75,25,62,0.403,53,90,0.589,76,130,0.585,38.4,24,81,0.296,18,20,53.1,54.6,15,20,51,68,0.75,25,62,0.403,53,90,0.589,76,130,0.585,38.4,24,81,0.296,2.93,5.11,2.61,4.14,118.1,31
0.379143772,0.70519671,FALSE,21,77,1500,1.6,1.3,248,27.6,47.8,51.4,6,7,70,110,0.636,56,149,0.376,100,154,0.649,126,258,0.488,24.6,25,1.666666667,84,5.6,0.298,20,31.3,45.4,48.4,12,14,84,149,0.564,96,251,0.382,120,198,0.606,180,401,0.449,18,28,88,0.318,19,20.6,49.5,51.8,7,8,69,109,0.633,29,86,0.337,70,112,0.625,98,194,0.505,40.9,43,134,0.321,2.92,5.54,2.16,3.62,111.3,15.5
0.917435284,0.927867127,FALSE,19,76,1703,1.6,1,312,29.9,48.6,55.2,16,18,78,110,0.709,36,113,0.319,182,250,0.728,114,222,0.514,42.5,49,2.877275396,164,9.630064592,0.299,18,28.1,45.5,53.2,13,15,67,112,0.598,47,132,0.356,167,215,0.777,113,243,0.465,35,38,131,0.29,18,28.1,45.5,53.2,13,15,67,112,0.598,47,132,0.356,167,215,0.777,113,243,0.465,35,38,131,0.29,4.97,8.34,4.05,6.59,113.5,16.2
0.209141101,0.228681388,FALSE,20,82,1721,5,1.3,237,23.8,61.2,65.3,52,56,124,174,0.713,46,101,0.455,113,145,0.779,170,275,0.618,3.5,3,0.174317257,10,0.581057525,0.3,19,23.1,58.1,61.6,46,53,89,139,0.64,28,64,0.438,70,95,0.737,117,201,0.582,1.5,1,3,0.333,19,23.1,58.1,61.6,46,53,89,139,0.64,28,64,0.438,70,95,0.737,117,201,0.582,1.5,1,3,0.333,2.83,5.76,1.98,3.85,112.6,24.1
0.353553391,0.43188945,FALSE,19,85,1930,4.5,1.8,310,23.4,59.5,62.4,63,66,113,144,0.785,72,157,0.459,134,193,0.694,185,301,0.615,11.7,12,0.621761658,40,2.07253886,0.3,19,23.4,59.5,62.4,63,66,113,144,0.785,72,157,0.459,134,193,0.694,185,301,0.615,11.7,12,40,0.3,19,23.4,59.5,62.4,63,66,113,144,0.785,72,157,0.459,134,193,0.694,185,301,0.615,11.7,12,40,0.3,3.26,6.64,2.86,4.65,111.7,25.8
0.821084161,0.818621692,FALSE,19,79,1343,2.4,3.7,-14,21.4,40.7,44.7,9,10,43,86,0.5,30,104,0.288,51,65,0.785,73,190,0.384,34.5,30,2.233804914,100,7.446016381,0.3,19,21.4,40.7,44.7,9,10,43,86,0.5,30,104,0.288,51,65,0.785,73,190,0.384,34.5,30,100,0.3,19,21.4,40.7,44.7,9,10,43,86,0.5,30,104,0.288,51,65,0.785,73,190,0.384,34.5,30,100,0.3,1.04,2.55,0.9,2.18,97.7,-1.5
0.740562286,0.969779821,TRUE,18,77,1668,1.9,3,67,30.7,46.2,49.4,18,20,82,160,0.512,38,98,0.388,94,141,0.667,120,257,0.467,40.1,52,3.117505995,172,10.3117506,0.302,18,30.7,46.2,49.4,18,20,82,160,0.512,38,98,0.388,94,141,0.667,120,257,0.467,40.1,52,172,0.302,18,30.7,46.2,49.4,18,20,82,160,0.512,38,98,0.388,94,141,0.667,120,257,0.467,40.1,52,172,0.302,1.23,1.89,2.33,3.29,110.1,14.2
0.679165959,0.838946043,TRUE,20,77,1812,3.9,1.6,202,28.5,50.5,56.6,57,62,110,157,0.701,57,159,0.358,154,183,0.842,167,317,0.527,30.3,42,2.317880795,138,7.61589404,0.304,19,22.9,49.6,52.5,37,41,61,90,0.678,16,66,0.242,54,79,0.684,77,156,0.494,38.1,32,96,0.333,19,22.9,49.6,52.5,37,41,61,90,0.678,16,66,0.242,54,79,0.684,77,156,0.494,38.1,32,96,0.333,2.14,5.08,1.7,3.65,104.6,9
0.779696608,0.867088896,TRUE,19,77,1979,2.9,1.2,374,32.2,50.5,54.2,28,29,147,221,0.665,58,169,0.343,147,208,0.707,205,390,0.526,29.2,49,2.475997979,161,8.13542193,0.304,18,21.3,53.9,55.9,16,17,78,130,0.6,12,45,0.267,70,108,0.648,89,174,0.511,45.3,55,144,0.382,18,21.3,53.9,55.9,16,17,78,130,0.6,12,45,0.267,70,108,0.648,89,174,0.511,45.3,55,144,0.382,2.65,5.32,1.79,2.79,111.6,29.2
0.766177003,0.819123137,TRUE,19,77,818,3.4,2.9,-53,24.3,48.3,52.9,10,11,32,44,0.727,26,73,0.356,44,55,0.8,58,117,0.496,33.5,18,2.200488998,59,7.212713936,0.305,19,24.3,48.3,52.9,10,11,32,44,0.727,26,73,0.356,44,55,0.8,58,117,0.496,33.5,18,59,0.305,19,24.3,48.3,52.9,10,11,32,44,0.727,26,73,0.356,44,55,0.8,58,117,0.496,33.5,18,59,0.305,1.03,1.87,0.83,1.92,103.4,4.3
0.867149987,0.861188706,TRUE,21,77,1894,1.8,2.7,173,17.2,50,54.2,39,41,60,79,0.759,6,40,0.15,57,67,0.851,66,119,0.555,55.9,46,2.428722281,151,7.972544879,0.305,20,19,53.6,55.3,28,29,62,96,0.646,21,60,0.35,40,56,0.714,83,158,0.525,50.2,58,159,0.365,19,16.9,55,57.5,10,12,27,48,0.563,37,82,0.451,37,44,0.841,64,130,0.492,50.2,53,131,0.405,0.96,5.93,0.77,4.67,102.6,18
0.757258212,0.96049946,TRUE,18,79,2437,2.7,1.3,516,31.3,50.6,53.2,40,42,168,262,0.641,78,204,0.382,149,224,0.665,246,465,0.529,33.8,73,2.995486254,237,9.72507181,0.308,18,31.3,50.6,53.2,40,42,168,262,0.641,78,204,0.382,149,224,0.665,246,465,0.529,33.8,73,237,0.308,18,31.3,50.6,53.2,40,42,168,262,0.641,78,204,0.382,149,224,0.665,246,465,0.529,33.8,73,237,0.308,3.56,6.29,1.93,2.86,117,34.5
0.445466048,0.839813079,TRUE,22,77,2237,1,1,369,25.6,53.6,59.2,10,11,107,142,0.754,47,127,0.37,170,218,0.78,154,269,0.572,37,50,2.235136343,158,7.063030845,0.316,22,25.6,53.6,59.2,10,11,107,142,0.754,47,127,0.37,170,218,0.78,154,269,0.572,37,50,158,0.316,22,25.6,53.6,59.2,10,11,107,142,0.754,47,127,0.37,170,218,0.78,154,269,0.572,37,50,158,0.316,6.6,7.27,5.48,6.5,119.7,15.3
1.000348789,0.819156733,TRUE,18,78,1842,2.7,4.3,70,17.2,44.9,49.4,9,10,23,48,0.479,50,122,0.41,61,74,0.824,73,170,0.429,42,39,2.117263844,123,6.67752443,0.317,18,17.2,44.9,49.4,9,10,23,48,0.479,50,122,0.41,61,74,0.824,73,170,0.429,42,39,123,0.317,18,17.2,44.9,49.4,9,10,23,48,0.479,50,122,0.41,61,74,0.824,73,170,0.429,42,39,123,0.317,1.44,2.63,1.18,2.13,109.9,17.2
0.524404424,0.478538692,FALSE,20,79,1943,4,1,346,27,58.3,64.7,23,23,109,151,0.722,106,211,0.502,211,258,0.818,215,361,0.596,10.9,14,0.720535255,44,2.264539372,0.318,19,28,47.7,54.4,17,19,96,147,0.653,84,215,0.391,162,212,0.764,180,362,0.497,6.5,3,25,0.12,18,25,52.5,57,11,12,78,124,0.629,38,100,0.38,124,187,0.663,116,224,0.518,12.2,12,31,0.387,4.43,6.11,3.42,4.61,121.1,28
1.014031952,0.771025336,TRUE,21,76,2037,2.3,2.5,86,24,49.7,54,34,38,132,217,0.608,43,131,0.328,127,169,0.751,175,348,0.503,25.5,38,1.865488463,119,5.841924399,0.319,20,19.2,56.8,61.1,36,38,106,146,0.726,27,72,0.375,96,123,0.78,133,219,0.607,23.7,20,68,0.294,19,14.5,50.8,52.7,15,18,40,58,0.69,12,32,0.375,27,40,0.675,52,90,0.578,50.5,27,92,0.293,1.87,2.91,1.33,2.84,104.3,2.1
0.720968377,0.651300401,TRUE,18,80,1207,3.6,3.3,220,21.9,49.5,55.1,25,32,53,85,0.624,26,72,0.361,62,74,0.838,79,158,0.5,24,16,1.325600663,50,4.142502071,0.32,18,21.9,49.5,55.1,25,32,53,85,0.624,26,72,0.361,62,74,0.838,79,158,0.5,24,16,50,0.32,18,21.9,49.5,55.1,25,32,53,85,0.624,26,72,0.361,62,74,0.838,79,158,0.5,24,16,50,0.32,2.13,4.86,1.04,2.33,105.9,17.4
1.073322691,0.741698201,TRUE,21,81,1461,4.5,2.5,165,26.7,53.9,56.3,13,13,106,153,0.693,36,101,0.356,81,121,0.669,142,255,0.557,23.4,25,1.711156742,78,5.338809035,0.321,20,24.6,54.6,55.8,13,18,117,168,0.696,18,65,0.277,61,102,0.598,135,234,0.577,17.3,13,49,0.265,20,24.6,54.6,55.8,13,18,117,168,0.696,18,65,0.277,61,102,0.598,135,234,0.577,17.3,13,49,0.265,3.73,4.4,3.62,3.64,111.1,10.8
0.411759153,0.810885196,TRUE,20,74,1908,1.3,1,-81,29.7,53,58,24,29,137,227,0.604,24,66,0.364,155,206,0.752,161,293,0.549,29.2,39,2.044025157,121,6.341719078,0.322,19,22.7,50.6,55.8,19,20,89,157,0.567,12,47,0.255,131,194,0.675,100,203,0.493,25.4,25,69,0.362,18,23.8,50.8,55.5,11,13,86,152,0.566,6,22,0.273,85,117,0.726,92,174,0.529,30.1,23,75,0.307,3.16,3.19,2.63,3.39,100.4,-5.9
0,0.494328739,FALSE,20,81,1729,5,2.9,162,27.2,51.1,53.4,47,52,148,231,0.641,21,98,0.214,112,187,0.599,169,329,0.514,10.8,13,0.751879699,40,2.313475998,0.325,20,27.2,51.1,53.4,47,52,148,231,0.641,21,98,0.214,112,187,0.599,169,329,0.514,10.8,13,40,0.325,20,27.2,51.1,53.4,47,52,148,231,0.641,21,98,0.214,112,187,0.599,169,329,0.514,10.8,13,40,0.325,0.6,3.5,0.7,2.22,94.7,8.3
0.724486025,1.113019195,TRUE,19,76,1782,2.3,2.4,182,29.2,47.4,55.3,3,3,52,81,0.642,83,210,0.395,194,220,0.882,135,291,0.464,41.8,68,3.815937149,209,11.72839506,0.325,19,29.2,47.4,55.3,3,3,52,81,0.642,83,210,0.395,194,220,0.882,135,291,0.464,41.8,68,209,0.325,19,29.2,47.4,55.3,3,3,52,81,0.642,83,210,0.395,194,220,0.882,135,291,0.464,41.8,68,209,0.325,4.63,4.24,3.51,3.49,119.5,20.5
0.674231933,1.020272455,TRUE,19,81,952,5,3.8,129,25.8,49.7,53.5,14,21,39,72,0.542,12,30,0.4,51,72,0.708,51,102,0.5,47.2,30,3.151260504,91,9.558823529,0.33,19,25.8,49.7,53.5,14,21,39,72,0.542,12,30,0.4,51,72,0.708,51,102,0.5,47.2,30,91,0.33,19,25.8,49.7,53.5,14,21,39,72,0.542,12,30,0.4,51,72,0.708,51,102,0.5,47.2,30,91,0.33,1.61,4.68,0.39,2.3,110.6,24.5
0,0.125149064,FALSE,19,82,2124,4.1,1,117,28.2,56.1,60,56,61,159,220,0.723,55,161,0.342,199,297,0.67,215,383,0.561,0.8,1,0.047080979,3,0.141242938,0.333,19,28.2,56.1,60,56,61,159,220,0.723,55,161,0.342,199,297,0.67,215,383,0.561,0.8,1,3,0.333,19,28.2,56.1,60,56,61,159,220,0.723,55,161,0.342,199,297,0.67,215,383,0.561,0.8,1,3,0.333,3.72,5.4,3.11,4.57,107.6,4.4
0.435952291,1.016262617,TRUE,21,79,1836,2.5,2.7,265,27.4,51,54.4,22,26,94,150,0.627,70,167,0.419,104,138,0.754,164,318,0.516,35,57,3.104575163,171,9.31372549,0.333,20,27.3,48.3,52.1,11,11,111,175,0.634,53,151,0.351,110,154,0.714,165,327,0.505,25.9,32,114,0.281,20,27.3,48.3,52.1,11,11,111,175,0.634,53,151,0.351,110,154,0.714,165,327,0.505,25.9,32,114,0.281,3.98,5.39,2.94,3.74,112.3,12.3
0.909219445,1.224690334,TRUE,19,80,1974,2.1,3.6,381,23.6,45.9,49.9,7,11,41,80,0.512,24,85,0.282,88,114,0.772,65,165,0.394,61.8,89,4.508611955,267,13.52583587,0.333,19,23.6,45.9,49.9,7,11,41,80,0.512,24,85,0.282,88,114,0.772,65,165,0.394,61.8,89,267,0.333,19,23.6,45.9,49.9,7,11,41,80,0.512,24,85,0.282,88,114,0.772,65,165,0.394,61.8,89,267,0.333,2.05,4.93,1.02,2.95,115,31.5
0.951305629,0.942187692,TRUE,19,75,1666,1.7,1,41,32.5,49.8,56.7,5,8,103,182,0.566,49,124,0.395,196,252,0.778,152,307,0.495,29.9,44,2.641056423,131,7.863145258,0.336,19,32.5,49.8,56.7,5,8,103,182,0.566,49,124,0.395,196,252,0.778,152,307,0.495,29.9,44,131,0.336,19,32.5,49.8,56.7,5,8,103,182,0.566,49,124,0.395,196,252,0.778,152,307,0.495,29.9,44,131,0.336,3.46,4.05,3.43,3.81,108.4,15.5
0.57819616,0.85784545,TRUE,19,76,1605,2.3,2.3,503,25.3,55.9,59.4,9,10,97,152,0.638,21,49,0.429,86,114,0.754,119,203,0.586,33.9,35,2.180685358,104,6.479750779,0.337,19,25.3,55.9,59.4,9,10,97,152,0.638,21,49,0.429,86,114,0.754,119,203,0.586,33.9,35,104,0.337,19,25.3,55.9,59.4,9,10,97,152,0.638,21,49,0.429,86,114,0.754,119,203,0.586,33.9,35,104,0.337,4.85,7.58,4.49,6.32,127.4,41
0.429,0.673349752,FALSE,18,79,1789,4.2,1,438,28.2,70.8,70.2,72,79,247,313,0.789,25,51,0.49,130,203,0.64,272,364,0.747,16.3,24,1.341531582,71,3.968697596,0.338,18,28.2,70.8,70.2,72,79,247,313,0.789,25,51,0.49,130,203,0.64,272,364,0.747,16.3,24,71,0.338,18,28.2,70.8,70.2,72,79,247,313,0.789,25,51,0.49,130,203,0.64,272,364,0.747,16.3,24,71,0.338,5.26,8.88,4.18,6.31,118.6,36.9
0.242005992,0.767338103,TRUE,19,77,1494,2.7,3.6,226,21.3,47,49.8,19,23,78,124,0.629,30,112,0.268,77,126,0.611,108,236,0.458,24.6,26,1.740294511,77,5.15394913,0.338,19,21.3,47,49.8,19,23,78,124,0.629,30,112,0.268,77,126,0.611,108,236,0.458,24.6,26,77,0.338,19,21.3,47,49.8,19,23,78,124,0.629,30,112,0.268,77,126,0.611,108,236,0.458,24.6,26,77,0.338,2.96,5.4,1.89,3.05,116.2,28.7
0.711465249,0.819214573,TRUE,19,82,2213,3.6,2.5,449,27.2,52,55.7,41,44,127,188,0.676,74,195,0.379,137,188,0.729,201,383,0.525,25.3,44,1.988251243,130,5.874378671,0.338,19,27.2,52,55.7,41,44,127,188,0.676,74,195,0.379,137,188,0.729,201,383,0.525,25.3,44,130,0.338,19,27.2,52,55.7,41,44,127,188,0.676,74,195,0.379,137,188,0.729,201,383,0.525,25.3,44,130,0.338,4.15,6.97,3.89,5.53,119.9,30.7
0.906352691,0.942503078,TRUE,19,81,1643,3.5,2.7,122,25.2,46.9,51.5,16,20,38,68,0.559,55,141,0.39,87,114,0.763,93,209,0.445,37.8,43,2.617163725,127,7.729762629,0.339,19,25.2,46.9,51.5,16,20,38,68,0.559,55,141,0.39,87,114,0.763,93,209,0.445,37.8,43,127,0.339,19,25.2,46.9,51.5,16,20,38,68,0.559,55,141,0.39,87,114,0.763,93,209,0.445,37.8,43,127,0.339,0.7,2.93,0.41,1.6,101.5,13.4
0.063245553,0.56395635,FALSE,22,80,1499,4.5,1.9,160,27.9,52.7,57.7,46,50,93,118,0.788,69,188,0.367,113,144,0.785,162,306,0.529,11.8,14,0.933955971,41,2.735156771,0.341,21,24.4,55.8,60.4,52,58,80,100,0.8,47,116,0.405,94,123,0.764,127,217,0.585,13.9,9,35,0.257,20,19,55,59.4,33,34,73,85,0.859,39,116,0.336,80,107,0.748,112,201,0.557,11.8,9,27,0.333,2.37,4.37,1.45,1.97,104.9,8.6
0.459804306,0.877215263,TRUE,18,80,1904,3.2,3,279,25.1,49.9,56.3,36,40,92,132,0.697,54,161,0.335,176,227,0.775,146,296,0.493,29.9,43,2.258403361,126,6.617647059,0.341,18,25.1,49.9,56.3,36,40,92,132,0.697,54,161,0.335,176,227,0.775,146,296,0.493,29.9,43,126,0.341,18,25.1,49.9,56.3,36,40,92,132,0.697,54,161,0.335,176,227,0.775,146,296,0.493,29.9,43,126,0.341,4.34,7.15,3.83,5.5,113.3,13.7
0.976195114,1.007523372,TRUE,18,81,1913,3,3,177,23,51.1,55.7,18,20,65,99,0.657,75,174,0.431,127,164,0.774,140,274,0.511,37.9,57,2.979613173,167,8.729743858,0.341,18,23,51.1,55.7,18,20,65,99,0.657,75,174,0.431,127,164,0.774,140,274,0.511,37.9,57,167,0.341,18,23,51.1,55.7,18,20,65,99,0.657,75,174,0.431,127,164,0.774,140,274,0.511,37.9,57,167,0.341,2.28,3.91,2.14,3.17,112.9,22.4
0.970453502,0.906592074,TRUE,18,80,1665,3.6,2.8,198,25.4,50.7,56.6,18,21,79,126,0.627,46,122,0.377,118,139,0.849,125,248,0.504,32.1,40,2.402402402,117,7.027027027,0.342,18,25.4,50.7,56.6,18,21,79,126,0.627,46,122,0.377,118,139,0.849,125,248,0.504,32.1,40,117,0.342,18,25.4,50.7,56.6,18,21,79,126,0.627,46,122,0.377,118,139,0.849,125,248,0.504,32.1,40,117,0.342,3.82,5.53,3.43,5.69,115.6,11.5
0,0.459526791,FALSE,19,85,1950,5,2.1,235,26.2,62.5,65,87,89,185,229,0.808,79,187,0.422,140,191,0.733,264,416,0.635,7.8,12,0.615384615,35,1.794871795,0.343,19,26.2,62.5,65,87,89,185,229,0.808,79,187,0.422,140,191,0.733,264,416,0.635,7.8,12,35,0.343,19,26.2,62.5,65,87,89,185,229,0.808,79,187,0.422,140,191,0.733,264,416,0.635,7.8,12,35,0.343,5.04,6.24,4.48,5.84,120.9,23
0.822621663,0.89562954,TRUE,19,81,1496,3,2.7,337,19.4,54.4,58.6,11,11,63,93,0.677,26,65,0.4,66,79,0.835,89,158,0.563,39.2,35,2.339572193,102,6.818181818,0.343,18,18.6,53.4,56.6,8,8,65,97,0.67,7,21,0.333,45,54,0.833,72,118,0.61,52.8,41,132,0.311,18,18.6,53.4,56.6,8,8,65,97,0.67,7,21,0.333,45,54,0.833,72,118,0.61,52.8,41,132,0.311,3.7,7.91,3.34,6.1,117.7,34.1
0.490479765,0.940834082,TRUE,20,69,2139,1,1,415,24.1,49.7,56.7,0,0,47,82,0.573,90,200,0.45,167,195,0.856,137,282,0.486,36.2,55,2.571294998,160,7.480130902,0.344,19,14.7,50.6,55.1,0,0,7,18,0.389,27,70,0.386,42,52,0.808,34,88,0.386,46.7,33,77,0.429,19,14.7,50.6,55.1,0,0,7,18,0.389,27,70,0.386,42,52,0.808,34,88,0.386,46.7,33,77,0.429,5.97,7.82,5.02,5.43,115.5,18.6
0.599918661,0.886015209,TRUE,19,81,1586,5,2.4,112,27,51.3,57,26,27,101,178,0.567,23,65,0.354,127,162,0.784,124,243,0.51,30,36,2.269861286,104,6.557377049,0.346,19,27,51.3,57,26,27,101,178,0.567,23,65,0.354,127,162,0.784,124,243,0.51,30,36,104,0.346,19,27,51.3,57,26,27,101,178,0.567,23,65,0.354,127,162,0.784,124,243,0.51,30,36,104,0.346,2.43,4.13,1.5,2.53,107.8,14.6
